"Activity","StartWeek","StartDay","StartDate","StartTime","EndDay","EndDate","EndTime","Duration","StaffMember","Room","StudentSets","Department","Size"
"k0072","42","Wed","2018-10-17","15:00","Wed","2018-10-17","16:30","1:30","SLO","A224 (0)","1GA2","","0"
"stage","42","Wed","2018-10-17","15:00","Wed","2018-10-17","16:30","1:30","RBA","","","","0"
"bapo","42","Wed","2018-10-17","15:00","Wed","2018-10-17","17:00","2:00","DWO","","","","0"
"taken","42","Wed","2018-10-17","15:00","Wed","2018-10-17","17:00","2:00","CPE","","","","0"
"taken","42","Wed","2018-10-17","15:00","Wed","2018-10-17","17:00","2:00","RBR","","","","0"
"k0072","42","Wed","2018-10-17","15:30","Wed","2018-10-17","16:30","1:00","HBE","A127 (0)","1GD2","","0"
"slb","42","Wed","2018-10-17","15:30","Wed","2018-10-17","16:30","1:00","LKR","B116 (0)","2GD2","","0"
"rek","42","Thu","2018-10-18","08:30","Thu","2018-10-18","09:30","1:00","HAL","B116 (0)","1GD2","","0"
"slb","42","Thu","2018-10-18","08:30","Thu","2018-10-18","09:30","1:00","LMU","A130 (0)","2GA1","","0"
"2d","42","Thu","2018-10-18","08:30","Thu","2018-10-18","10:00","1:30","MRE","A224 (0)","2GA2","","0"
"2d","42","Thu","2018-10-18","08:30","Thu","2018-10-18","10:00","1:30","LEN","A127 (0)","1GA2","","0"
"bapo","42","Thu","2018-10-18","08:30","Thu","2018-10-18","10:00","1:30","CSP","","","","0"
"k0072","42","Thu","2018-10-18","08:30","Thu","2018-10-18","10:00","1:30","CPE","A225 (0)","1GD1","","0"
"studie","42","Thu","2018-10-18","08:30","Thu","2018-10-18","10:00","1:30","ATE","","","","0"
"to","42","Thu","2018-10-18","08:30","Thu","2018-10-18","10:00","1:30","ABR, AKA, ASP, CHA, DOO, FTA, JAR, JBO, JDE, JMA, JZW, MBU, MKA, RHA, RNO, SHE, VST, WHO","","DTP-PM","","0"
"program","42","Thu","2018-10-18","09:30","Thu","2018-10-18","10:00","0:30","RBR","A129 (0)","1GD2","","0"
"rek","42","Thu","2018-10-18","09:30","Thu","2018-10-18","10:00","0:30","HAL","B116 (0)","2GA1","","0"
"k0072","42","Thu","2018-10-18","10:15","Thu","2018-10-18","10:45","0:30","CPE","A225 (0)","1GD1","","0"
"rek","42","Thu","2018-10-18","10:15","Thu","2018-10-18","10:45","0:30","HAL","B116 (0)","2GA1","","0"
"2d","42","Thu","2018-10-18","10:15","Thu","2018-10-18","11:45","1:30","MRE","A224 (0)","2GA2","","0"
"2d","42","Thu","2018-10-18","10:15","Thu","2018-10-18","11:45","1:30","LEN","A127 (0)","1GA2","","0"
"beg kd","42","Thu","2018-10-18","10:15","Thu","2018-10-18","11:45","1:30","JBO","A112 (0)","2DP2","","0"
"ned","42","Thu","2018-10-18","10:15","Thu","2018-10-18","11:45","1:30","LMU","A130 (0)","3GD1","","0"
"bapo","42","Thu","2018-10-18","10:15","Thu","2018-10-18","12:45","2:30","CSP","","","","0"
"program","42","Thu","2018-10-18","10:15","Thu","2018-10-18","12:45","2:30","RBR","A129 (0)","1GD2","","0"
"studie","42","Thu","2018-10-18","10:15","Thu","2018-10-18","14:45","4:30","ATE","","","","0"
"3d","42","Thu","2018-10-18","10:45","Thu","2018-10-18","12:45","2:00","CPE","A225 (0)","2GA1","","0"
"vormg","42","Thu","2018-10-18","10:45","Thu","2018-10-18","12:45","2:00","SRI","A223 (0)","1GA1","","0"
"rek","42","Thu","2018-10-18","11:15","Thu","2018-10-18","12:15","1:00","HAL","B116 (0)","1GD1","","0"
"ned","42","Thu","2018-10-18","11:15","Thu","2018-10-18","12:45","1:30","MVE","B115 (0)","3GA1","","0"
"pauze","42","Thu","2018-10-18","11:45","Thu","2018-10-18","12:15","0:30","ABR, AKA, ASP, CHA, DOO, FTA, JAR, JBO, JDE, JZW, MBU, RHA, RNO, SHE, VST, WHO","","DTP-PM","","0"
"ned","42","Thu","2018-10-18","11:45","Thu","2018-10-18","12:45","1:00","LMU","A130 (0)","2GD1","","0"
"slb","42","Thu","2018-10-18","11:45","Thu","2018-10-18","12:45","1:00","DWO","A127 (0)","2GA2","","0"
"slb","42","Thu","2018-10-18","11:45","Thu","2018-10-18","12:45","1:00","JBO","A112 (0)","2DP2","","0"
"pauze","42","Thu","2018-10-18","12:15","Thu","2018-10-18","12:45","0:30","MKU","","","","0"
"bapo","42","Thu","2018-10-18","12:15","Thu","2018-10-18","14:45","2:30","MRE","","","","0"
"pauze","42","Thu","2018-10-18","12:45","Thu","2018-10-18","13:15","0:30","CPE","","","","0"
"pauze","42","Thu","2018-10-18","12:45","Thu","2018-10-18","13:15","0:30","HAL","","","","0"
"pauze","42","Thu","2018-10-18","12:45","Thu","2018-10-18","13:15","0:30","MVE","","","","0"
"pauze","42","Thu","2018-10-18","12:45","Thu","2018-10-18","13:15","0:30","RBR","","","","0"
"pauze","42","Thu","2018-10-18","12:45","Thu","2018-10-18","13:15","0:30","LEN","","","","0"
"pauze","42","Thu","2018-10-18","12:45","Thu","2018-10-18","13:15","0:30","LMU","","","","0"
"pauze","42","Thu","2018-10-18","12:45","Thu","2018-10-18","13:15","0:30","SRI","","","","0"
"project","42","Thu","2018-10-18","12:45","Thu","2018-10-18","14:15","1:30","MKU","W204 (0)","1MD2","","0"
"or verg","42","Thu","2018-10-18","12:45","Thu","2018-10-18","14:45","2:00","DWO, HGR, KSC, PDR","","","","0"
"stage","42","Thu","2018-10-18","12:45","Thu","2018-10-18","14:45","2:00","JBO","","","","0"
"ned","42","Thu","2018-10-18","13:15","Thu","2018-10-18","14:15","1:00","LMU","A130 (0)","2GD1","","0"
"vormg","42","Thu","2018-10-18","13:15","Thu","2018-10-18","14:15","1:00","SRI","A223 (0)","1GA1","","0"
"engine","42","Thu","2018-10-18","13:15","Thu","2018-10-18","14:45","1:30","RBR","A129 (0)","1GD1","","0"
"ned","42","Thu","2018-10-18","13:15","Thu","2018-10-18","14:45","1:30","MVE","B115 (0)","1GD2","","0"
"rek","42","Thu","2018-10-18","13:15","Thu","2018-10-18","14:45","1:30","HAL","B116 (0)","3GA1","","0"
"vormg","42","Thu","2018-10-18","13:15","Thu","2018-10-18","14:45","1:30","LEN","A127 (0)","2GA2","","0"
"examen","42","Thu","2018-10-18","14:15","Thu","2018-10-18","14:45","0:30","LMU","","","","0"
"gamedes","42","Thu","2018-10-18","14:15","Thu","2018-10-18","14:45","0:30","SRI","A223 (0)","2GD1","","0"
"k0072","42","Thu","2018-10-18","14:15","Thu","2018-10-18","14:45","0:30","MKU","W204 (0)","1MD2","","0"
"engine","42","Thu","2018-10-18","15:00","Thu","2018-10-18","15:30","0:30","RBR","A129 (0)","1GD1","","0"
"vormg","42","Thu","2018-10-18","15:00","Thu","2018-10-18","15:30","0:30","LEN","A127 (0)","2GA2","","0"
"examen","42","Thu","2018-10-18","15:00","Thu","2018-10-18","16:30","1:30","LMU","","","","0"
"gamedes","42","Thu","2018-10-18","15:00","Thu","2018-10-18","16:30","1:30","SRI","A223 (0)","2GD1","","0"
"k0072","42","Thu","2018-10-18","15:00","Thu","2018-10-18","16:30","1:30","MKU","W204 (0)","1MD2","","0"
"bapo","42","Thu","2018-10-18","15:00","Thu","2018-10-18","17:00","2:00","MRE","","","","0"
"or verg","42","Thu","2018-10-18","15:00","Thu","2018-10-18","17:00","2:00","DWO, HGR, KSC, PDR","","","","0"
"stage","42","Thu","2018-10-18","15:00","Thu","2018-10-18","17:00","2:00","JBO","","","","0"
"studie","42","Thu","2018-10-18","15:00","Thu","2018-10-18","17:00","2:00","ATE","","","","0"
"2d","42","Fri","2018-10-19","08:30","Fri","2018-10-19","10:00","1:30","LEN","A130 (0)","1GD1","","0"
"bapo","42","Fri","2018-10-19","08:30","Fri","2018-10-19","10:00","1:30","MVE","","","","0"
"k0497","42","Fri","2018-10-19","08:30","Fri","2018-10-19","10:00","1:30","MKU","W005 (0)","K0497-3I1","","0"
"k0505","42","Fri","2018-10-19","08:30","Fri","2018-10-19","10:00","1:30","SLO","A225 (0)","K0505-3G1","","0"
"k0728","42","Fri","2018-10-19","08:30","Fri","2018-10-19","10:00","1:30","CPE","A224 (0)","K0728-3G1","","0"
"k0901","42","Fri","2018-10-19","08:30","Fri","2018-10-19","10:00","1:30","SRI","A129 (0)","2GA1","","0"
"program","42","Fri","2018-10-19","08:30","Fri","2018-10-19","10:00","1:30","RBA","A223 (0)","2GD2","","0"
"stage","42","Fri","2018-10-19","08:30","Fri","2018-10-19","10:00","1:30","MRE","","","","0"
"eng","42","Fri","2018-10-19","09:30","Fri","2018-10-19","10:00","0:30","YWI","B114 (0)","1GA1","","0"
"2d","42","Fri","2018-10-19","10:15","Fri","2018-10-19","10:45","0:30","LEN","A130 (0)","1GD1","","0"
"k0497","42","Fri","2018-10-19","10:15","Fri","2018-10-19","10:45","0:30","MKU","W005 (0)","K0497-3I1","","0"
"k0901","42","Fri","2018-10-19","10:15","Fri","2018-10-19","10:45","0:30","SRI","A129 (0)","2GA1","","0"
"eng","42","Fri","2018-10-19","10:15","Fri","2018-10-19","11:15","1:00","YWI","B114 (0)","1GA1","","0"
"program","42","Fri","2018-10-19","10:15","Fri","2018-10-19","12:15","2:00","RBA","A223 (0)","2GD2","","0"
"k0505","42","Fri","2018-10-19","10:15","Fri","2018-10-19","12:45","2:30","SLO","A225 (0)","K0505-3G1","","0"
"k0728","42","Fri","2018-10-19","10:15","Fri","2018-10-19","12:45","2:30","CPE","A224 (0)","K0728-3G1","","0"
"bapo","42","Fri","2018-10-19","10:15","Fri","2018-10-19","13:15","3:00","MVE","","","","0"
"stage","42","Fri","2018-10-19","10:15","Fri","2018-10-19","14:45","4:30","MRE","","","","0"
"rek","42","Fri","2018-10-19","10:45","Fri","2018-10-19","11:45","1:00","HAL","B116 (0)","1GD1","","0"
"engine","42","Fri","2018-10-19","10:45","Fri","2018-10-19","12:45","2:00","RBR","A130 (0)","1GD2","","0"
"gameaudio","42","Fri","2018-10-19","10:45","Fri","2018-10-19","12:45","2:00","MME","A127 (0)","2GA1","","0"
"k0072","42","Fri","2018-10-19","10:45","Fri","2018-10-19","12:45","2:00","MKU","W101 (0)","1MD2","","0"
"burger","42","Fri","2018-10-19","11:15","Fri","2018-10-19","12:45","1:30","DWO","A129 (0)","1GA1","","0"
"eng","42","Fri","2018-10-19","11:15","Fri","2018-10-19","12:45","1:30","YWI","B114 (0)","2GA2","","0"
"rek","42","Fri","2018-10-19","11:45","Fri","2018-10-19","12:45","1:00","HAL","B116 (0)","1GA2","","0"
"pauze","42","Fri","2018-10-19","12:15","Fri","2018-10-19","12:45","0:30","RBA","","","","0"
"pauze","42","Fri","2018-10-19","12:45","Fri","2018-10-19","13:15","0:30","AHA, DWO, HAL, LCA, LEN, MJA, MKU, MME, RBR, SLO, SRI, WRO, XGVAC2, YWI","","GA-GD","","0"
"program","42","Fri","2018-10-19","12:45","Fri","2018-10-19","14:45","2:00","RBA","A223 (0)","2GD1","","0"
"taken","42","Fri","2018-10-19","12:45","Fri","2018-10-19","14:45","2:00","CPE","","","","0"
"eng","42","Fri","2018-10-19","13:15","Fri","2018-10-19","14:15","1:00","YWI","A207 (0)","1MM1","","0"
"2d/3d","42","Fri","2018-10-19","13:15","Fri","2018-10-19","14:45","1:30","LEN, MJA","A130 (0), A224 (0)","3GA1, 3GA2","","0"
"3d","42","Fri","2018-10-19","13:15","Fri","2018-10-19","14:45","1:30","SLO","A225 (0)","1GA2","","0"
"burger","42","Fri","2018-10-19","13:15","Fri","2018-10-19","14:45","1:30","DWO","A129 (0)","1GD2","","0"
"gameaudio","42","Fri","2018-10-19","13:15","Fri","2018-10-19","14:45","1:30","MME","A127 (0)","2GA2","","0"
"gamedes","42","Fri","2018-10-19","13:15","Fri","2018-10-19","14:45","1:30","SRI","B115 (0)","2GD2","","0"
"ned","42","Fri","2018-10-19","13:15","Fri","2018-10-19","14:45","1:30","MVE","B116 (0)","1GA1","","0"
"project","42","Fri","2018-10-19","13:15","Fri","2018-10-19","14:45","1:30","MKU","W101 (0)","1MD2","","0"
"gameaudio","42","Fri","2018-10-19","15:00","Fri","2018-10-19","15:30","0:30","MME","A127 (0)","2GA2","","0"
"gamedes","42","Fri","2018-10-19","15:00","Fri","2018-10-19","15:30","0:30","SRI","B115 (0)","2GD2","","0"
"2d/3d","42","Fri","2018-10-19","15:00","Fri","2018-10-19","16:00","1:00","LEN, MJA","A130 (0), A224 (0)","3GA1, 3GA2","","0"
"3d","42","Fri","2018-10-19","15:00","Fri","2018-10-19","16:30","1:30","SLO","A225 (0)","1GA2","","0"
"program","42","Fri","2018-10-19","15:00","Fri","2018-10-19","16:30","1:30","RBA","A223 (0)","2GD1","","0"
"stage","42","Fri","2018-10-19","15:00","Fri","2018-10-19","17:00","2:00","MRE","","","","0"
"taken","42","Fri","2018-10-19","15:00","Fri","2018-10-19","17:00","2:00","CPE","","","","0"
"slb","42","Fri","2018-10-19","16:00","Fri","2018-10-19","16:30","0:30","MVE","B114 (0)","3GA2","","0"
"ned","44","Mon","2018-10-29","08:30","Mon","2018-10-29","09:30","1:00","LMU","A213 (0)","1MM2","","0"
"rek","44","Mon","2018-10-29","08:30","Mon","2018-10-29","09:30","1:00","HAL","B116 (0)","1GA1","","0"
"2d/3d","44","Mon","2018-10-29","08:30","Mon","2018-10-29","10:00","1:30","LEN, MJA","A130 (0), A223 (0)","3GA1, 3GA2","","0"
"examen","44","Mon","2018-10-29","08:30","Mon","2018-10-29","10:00","1:30","MVE","","","","0"
"examen","44","Mon","2018-10-29","08:30","Mon","2018-10-29","10:00","1:30","HBE","","","","0"
"gametech","44","Mon","2018-10-29","08:30","Mon","2018-10-29","10:00","1:30","BHN","B115 (0)","2GA1","","0"
"program","44","Mon","2018-10-29","08:30","Mon","2018-10-29","10:00","1:30","RBR","A127 (0)","3GD1","","0"
"rapid","44","Mon","2018-10-29","08:30","Mon","2018-10-29","10:00","1:30","JWO","A224 (0)","1GD1","","0"
"rapid","44","Mon","2018-10-29","08:30","Mon","2018-10-29","10:00","1:30","LKR","A225 (0)","1GD2","","0"
"vormg","44","Mon","2018-10-29","08:30","Mon","2018-10-29","10:00","1:30","SRI","A128 (0)","1GA2","","0"
"eng","44","Mon","2018-10-29","09:00","Mon","2018-10-29","10:00","1:00","YWI","B114 (0)","2GD1","","0"
"3d","44","Mon","2018-10-29","09:30","Mon","2018-10-29","10:00","0:30","SLO","A129 (0)","1GA1","","0"
"rek","44","Mon","2018-10-29","09:30","Mon","2018-10-29","10:00","0:30","JBO","A115 (0)","1DP1","","0"
"2d/3d","44","Mon","2018-10-29","10:15","Mon","2018-10-29","10:45","0:30","LEN, MJA","A130 (0), A223 (0)","3GA1, 3GA2","","0"
"eng","44","Mon","2018-10-29","10:15","Mon","2018-10-29","10:45","0:30","YWI","B114 (0)","2GD1","","0"
"examen","44","Mon","2018-10-29","10:15","Mon","2018-10-29","10:45","0:30","MVE","","","","0"
"examen","44","Mon","2018-10-29","10:15","Mon","2018-10-29","10:45","0:30","HBE","","","","0"
"gametech","44","Mon","2018-10-29","10:15","Mon","2018-10-29","10:45","0:30","BHN","B115 (0)","2GA1","","0"
"rapid","44","Mon","2018-10-29","10:15","Mon","2018-10-29","10:45","0:30","JWO","A224 (0)","1GD1","","0"
"rapid","44","Mon","2018-10-29","10:15","Mon","2018-10-29","10:45","0:30","LKR","A225 (0)","1GD2","","0"
"rek","44","Mon","2018-10-29","10:15","Mon","2018-10-29","11:45","1:30","JBO","A115 (0)","1DP1","","0"
"vormg","44","Mon","2018-10-29","10:15","Mon","2018-10-29","11:45","1:30","SRI","A128 (0)","1GA2","","0"
"3d","44","Mon","2018-10-29","10:15","Mon","2018-10-29","12:45","2:30","SLO","A129 (0)","1GA1","","0"
"program","44","Mon","2018-10-29","10:15","Mon","2018-10-29","12:45","2:30","RBR","A127 (0)","3GD1","","0"
"rek","44","Mon","2018-10-29","10:45","Mon","2018-10-29","11:45","1:00","HAL","B116 (0)","2GA1","","0"
"burger","44","Mon","2018-10-29","10:45","Mon","2018-10-29","12:15","1:30","DWO","B114 (0)","1GD1","","0"
"ond","44","Mon","2018-10-29","10:45","Mon","2018-10-29","12:15","1:30","MKU","B115 (0)","3GA2","","0"
"2d","44","Mon","2018-10-29","10:45","Mon","2018-10-29","12:45","2:00","LEN","A223 (0)","1GD2","","0"
"3d","44","Mon","2018-10-29","10:45","Mon","2018-10-29","12:45","2:00","MJA","A224 (0)","2GD2","","0"
"gameplay","44","Mon","2018-10-29","10:45","Mon","2018-10-29","12:45","2:00","LKR","A225 (0)","2GD1","","0"
"k0901","44","Mon","2018-10-29","10:45","Mon","2018-10-29","12:45","2:00","ATE","A130 (0)","3GA1","","0"
"ned","44","Mon","2018-10-29","11:15","Mon","2018-10-29","12:15","1:00","LMU","A208 (0)","1COM1","","0"
"pauze","44","Mon","2018-10-29","11:45","Mon","2018-10-29","12:15","0:30","ABR, AKA, CHA, DOO, FTA, JBO, JDE, MBU, MKA, NKO, RHA","","DTP-PM","","0"
"eng","44","Mon","2018-10-29","11:45","Mon","2018-10-29","12:45","1:00","YWI","A213 (0)","1MM2","","0"
"k0901","44","Mon","2018-10-29","11:45","Mon","2018-10-29","12:45","1:00","SRI","A128 (0)","2GA2","","0"
"rek","44","Mon","2018-10-29","11:45","Mon","2018-10-29","12:45","1:00","HAL","B116 (0)","1GA2","","0"
"slb","44","Mon","2018-10-29","12:15","Mon","2018-10-29","12:45","0:30","MVE","B115 (0)","3GA2","","0"
"3d","44","Mon","2018-10-29","12:15","Mon","2018-10-29","13:15","1:00","CPE","B114 (0)","2GA1","","0"
"rek","44","Mon","2018-10-29","12:15","Mon","2018-10-29","14:15","2:00","JBO","A115 (0)","1DP2","","0"
"pauze","44","Mon","2018-10-29","12:45","Mon","2018-10-29","13:15","0:30","AHA, ATE, BHN, CSP, DWO, HAL, HBE, JWO, LCA, LEN, LKR, MJA, MKU, MRE, RBA, RBR, SLO, SRI, SSC, XGVAC2, YWI","","GA-GD","","0"
"ned","44","Mon","2018-10-29","12:45","Mon","2018-10-29","14:15","1:30","MVE","B116 (0)","1GD1","","0"
"k0901","44","Mon","2018-10-29","13:15","Mon","2018-10-29","14:15","1:00","SRI","A128 (0)","2GA2","","0"
"ned","44","Mon","2018-10-29","13:15","Mon","2018-10-29","14:15","1:00","LMU","A208 (0)","1MM3","","0"
"vb bpv","44","Mon","2018-10-29","13:15","Mon","2018-10-29","14:15","1:00","RBA","A223 (0)","3GD1","","0"
"vb bpv","44","Mon","2018-10-29","13:15","Mon","2018-10-29","14:15","1:00","MRE","A130 (0)","3GA1","","0"
"eng","44","Mon","2018-10-29","13:15","Mon","2018-10-29","14:45","1:30","YWI","B114 (0)","1GD2","","0"
"gametech","44","Mon","2018-10-29","13:15","Mon","2018-10-29","14:45","1:30","BHN","B115 (0)","1GA2","","0"
"rapid","44","Mon","2018-10-29","13:15","Mon","2018-10-29","14:45","1:30","JWO","A224 (0)","2GD1","","0"
"rapid","44","Mon","2018-10-29","13:15","Mon","2018-10-29","14:45","1:30","LKR","A225 (0)","2GD2","","0"
"vormg","44","Mon","2018-10-29","13:15","Mon","2018-10-29","14:45","1:30","LEN","A127 (0)","2GA1","","0"
"ned","44","Mon","2018-10-29","14:15","Mon","2018-10-29","14:45","0:30","LMU","A208 (0)","2MM3","","0"
"rek","44","Mon","2018-10-29","14:15","Mon","2018-10-29","14:45","0:30","HAL","B116 (0)","2GA2","","0"
"rek","44","Mon","2018-10-29","14:15","Mon","2018-10-29","14:45","0:30","JBO","A109 (0)","2DP1","","0"
"slb","44","Mon","2018-10-29","14:15","Mon","2018-10-29","14:45","0:30","RBR","A223 (0)","3GD1","","0"
"slb","44","Mon","2018-10-29","14:15","Mon","2018-10-29","14:45","0:30","SRI","A128 (0)","3GA1","","0"
"gametech","44","Mon","2018-10-29","15:00","Mon","2018-10-29","15:30","0:30","BHN","B115 (0)","1GA2","","0"
"ned","44","Mon","2018-10-29","15:00","Mon","2018-10-29","15:30","0:30","LMU","A208 (0)","2MM3","","0"
"rapid","44","Mon","2018-10-29","15:00","Mon","2018-10-29","15:30","0:30","JWO","A224 (0)","2GD1","","0"
"rapid","44","Mon","2018-10-29","15:00","Mon","2018-10-29","15:30","0:30","LKR","A225 (0)","2GD2","","0"
"rek","44","Mon","2018-10-29","15:00","Mon","2018-10-29","15:30","0:30","HAL","B116 (0)","2GA2","","0"
"rek","44","Mon","2018-10-29","15:00","Mon","2018-10-29","15:30","0:30","JBO","A109 (0)","2DP1","","0"
"slb","44","Mon","2018-10-29","15:00","Mon","2018-10-29","15:30","0:30","RBR","A223 (0)","3GD1","","0"
"slb","44","Mon","2018-10-29","15:00","Mon","2018-10-29","15:30","0:30","SRI","A128 (0)","3GA1","","0"
"vormg","44","Mon","2018-10-29","15:00","Mon","2018-10-29","15:30","0:30","LEN","A127 (0)","2GA1","","0"
"vervang","44","Mon","2018-10-29","15:30","Mon","2018-10-29","16:30","1:00","JBO","","DTP-PM","","0"
"to","44","Mon","2018-10-29","15:30","Mon","2018-10-29","17:00","1:30","ATE, BHN, CPE, CSP, DWO, HAL, HBE, JWO, LCA, LEN, LKR, LMU, MJA, MKU, MRE, MVE, RBA, RBR, SLO, SRI, SSC, XGVAC2, YWI","","GA-GD","","0"
"eng","44","Tue","2018-10-30","08:30","Tue","2018-10-30","10:00","1:30","HBE","A223 (0)","2GD2","","0"
"examen","44","Tue","2018-10-30","08:30","Tue","2018-10-30","10:00","1:30","YWI","","","","0"
"gamedes","44","Tue","2018-10-30","08:30","Tue","2018-10-30","10:00","1:30","JWO","A130 (0)","1GA1","","0"
"ned","44","Tue","2018-10-30","08:30","Tue","2018-10-30","10:00","1:30","MVE","B115 (0)","2GA1","","0"
"project","44","Tue","2018-10-30","08:30","Tue","2018-10-30","10:00","1:30","RBR","A127 (0)","3GD1","","0"
"project","44","Tue","2018-10-30","08:30","Tue","2018-10-30","10:00","1:30","CSP","A128 (0)","3GA1","","0"
"project","44","Tue","2018-10-30","08:30","Tue","2018-10-30","10:00","1:30","ATE","A129 (0)","3GA2","","0"
"project","44","Tue","2018-10-30","08:30","Tue","2018-10-30","10:00","1:30","CPE","A224 (0)","1GD1","","0"
"project","44","Tue","2018-10-30","08:30","Tue","2018-10-30","10:00","1:30","RBA","A225 (0)","1GD2","","0"
"sac","44","Tue","2018-10-30","08:30","Tue","2018-10-30","10:00","1:30","DWO","","","","0"
"ond","44","Tue","2018-10-30","09:00","Tue","2018-10-30","10:00","1:00","MKU","B116 (0)","2GA2","","0"
"ned","44","Tue","2018-10-30","09:30","Tue","2018-10-30","10:00","0:30","LMU","B114 (0)","2MM2","","0"
"vervang","44","Tue","2018-10-30","09:30","Tue","2018-10-30","10:00","0:30","JBO","","DTP-PM","","0"
"examen","44","Tue","2018-10-30","10:15","Tue","2018-10-30","10:45","0:30","YWI","","","","0"
"gamedes","44","Tue","2018-10-30","10:15","Tue","2018-10-30","10:45","0:30","JWO","A130 (0)","1GA1","","0"
"ned","44","Tue","2018-10-30","10:15","Tue","2018-10-30","10:45","0:30","MVE","B115 (0)","2GA1","","0"
"ned","44","Tue","2018-10-30","10:15","Tue","2018-10-30","10:45","0:30","LMU","B114 (0)","2MM2","","0"
"ond","44","Tue","2018-10-30","10:15","Tue","2018-10-30","10:45","0:30","MKU","B116 (0)","2GA2","","0"
"project","44","Tue","2018-10-30","10:15","Tue","2018-10-30","10:45","0:30","CPE","A224 (0)","1GD1","","0"
"project","44","Tue","2018-10-30","10:15","Tue","2018-10-30","10:45","0:30","RBA","A225 (0)","1GD2","","0"
"vervang","44","Tue","2018-10-30","10:15","Tue","2018-10-30","10:45","0:30","JBO","","DTP-PM","","0"
"project","44","Tue","2018-10-30","10:15","Tue","2018-10-30","11:45","1:30","RBR","A127 (0)","3GD1","","0"
"project","44","Tue","2018-10-30","10:15","Tue","2018-10-30","11:45","1:30","CSP","A128 (0)","3GA1","","0"
"project","44","Tue","2018-10-30","10:15","Tue","2018-10-30","11:45","1:30","ATE","A129 (0)","3GA2","","0"
"gameplay","44","Tue","2018-10-30","10:15","Tue","2018-10-30","12:15","2:00","LKR","A223 (0)","2GD2","","0"
"sac","44","Tue","2018-10-30","10:15","Tue","2018-10-30","12:15","2:00","DWO","","","","0"
"rek","44","Tue","2018-10-30","10:45","Tue","2018-10-30","11:45","1:00","JBO","A114 (0)","2DP2","","0"
"ond","44","Tue","2018-10-30","10:45","Tue","2018-10-30","12:15","1:30","MKU","B116 (0)","2GA1","","0"
"gamedes","44","Tue","2018-10-30","10:45","Tue","2018-10-30","12:45","2:00","JWO","A130 (0)","1GA2","","0"
"k0072","44","Tue","2018-10-30","10:45","Tue","2018-10-30","12:45","2:00","YWI","B114 (0)","1GA1","","0"
"k0072","44","Tue","2018-10-30","10:45","Tue","2018-10-30","12:45","2:00","CPE","A224 (0)","1GD1","","0"
"k0072","44","Tue","2018-10-30","10:45","Tue","2018-10-30","12:45","2:00","RBA","A225 (0)","1GD2","","0"
"ned","44","Tue","2018-10-30","10:45","Tue","2018-10-30","12:45","2:00","MVE","B115 (0)","2GA2","","0"
"pauze","44","Tue","2018-10-30","11:45","Tue","2018-10-30","12:15","0:30","JBO","","","","0"
"3d","44","Tue","2018-10-30","11:45","Tue","2018-10-30","12:45","1:00","MJA","A128 (0)","2GD1","","0"
"vb bpv","44","Tue","2018-10-30","11:45","Tue","2018-10-30","12:45","1:00","MRE","A129 (0)","3GA2","","0"
"pauze","44","Tue","2018-10-30","12:15","Tue","2018-10-30","12:45","0:30","LMU","","","","0"
"eng","44","Tue","2018-10-30","12:15","Tue","2018-10-30","13:45","1:30","HBE","B218 (0)","3GA1","","0"
"rek","44","Tue","2018-10-30","12:15","Tue","2018-10-30","13:45","1:30","JBO","B116 (0)","3GD1","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","CPE","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","HAL","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","JWO","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","LKR","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","MRE","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","MVE","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","RBR","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","DWO","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","ATE","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","CSP","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","RBA","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","MJA","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","MKU","","","","0"
"pauze","44","Tue","2018-10-30","12:45","Tue","2018-10-30","13:15","0:30","BHN","","","","0"
"ned","44","Tue","2018-10-30","12:45","Tue","2018-10-30","14:45","2:00","LMU","B114 (0)","2GD2","","0"
"3d","44","Tue","2018-10-30","13:15","Tue","2018-10-30","14:15","1:00","MJA","A128 (0)","2GD1","","0"
"2d","44","Tue","2018-10-30","13:15","Tue","2018-10-30","14:45","1:30","MRE","A129 (0)","2GA1","","0"
"3d","44","Tue","2018-10-30","13:15","Tue","2018-10-30","14:45","1:30","CPE","A224 (0)","2GA2","","0"
